MONTH,DAY,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,rSCHEDULED,DEPARTURE_TIME,DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY,CANCELLED,DELAY_TYPE,DLATITUDE,DLONGITUDE,OLATITUDE,OLONGITUDE
1,16,B6,1407,JFK,IAD,1750,17.83333333,1826,36,228,30,0,AIRLINE DELAY,38.94453,-77.45581,40.63975,-73.77893
1,16,EV,4310,LGA,CLE,1753,17.88333333,1935,102,419,97,0,LATE AIRCRAFT DELAY,41.41089,-81.8494,40.63975,-73.77893
1,16,DL,2019,LGA,MSP,1800,18,1816,16,1020,17,0,AIRLINE DELAY,44.88055,-93.21692,40.63975,-73.77893
1,16,MQ,3349,LGA,LIT,1800,18,1900,60,1085,71,0,LATE AIRCRAFT DELAY,34.7294,-92.22425,40.63975,-73.77893
1,16,UA,691,LGA,ORD,1800,18,1821,21,733,25,0,LATE AIRCRAFT DELAY,41.9796,-87.90446,40.63975,-73.77893
1,16,MQ,3486,LGA,BNA,1819,18.31666667,1947,88,764,87,0,LATE AIRCRAFT DELAY,36.12448,-86.67818,40.63975,-73.77893
1,16,UA,514,JFK,SFO,1822,18.36666667,1921,59,2586,71,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,16,WN,122,LGA,MDW,1825,18.41666667,1842,17,725,18,0,AIRLINE DELAY,41.78598,-87.75242,40.63975,-73.77893
1,16,DL,2002,JFK,MIA,1829,18.48333333,1952,83,1089,56,0,LATE AIRCRAFT DELAY,25.79325,-80.29056,40.63975,-73.77893
1,16,DL,2057,JFK,TPA,1832,18.53333333,1918,46,1005,22,0,LATE AIRCRAFT DELAY,27.97547,-82.53325,40.63975,-73.77893
1,16,B6,71,JFK,SLC,1834,18.56666667,1835,1,1990,16,0,AIR SYSTEM DELAY,40.78839,-111.97777,40.63975,-73.77893
1,16,EV,5405,LGA,PIT,1845,18.75,1951,66,335,76,0,LATE AIRCRAFT DELAY,40.49147,-80.23287,40.63975,-73.77893
1,16,AA,359,LGA,ORD,1848,18.8,1948,60,733,42,0,LATE AIRCRAFT DELAY,41.9796,-87.90446,40.63975,-73.77893
1,16,VX,29,JFK,SFO,1850,18.83333333,2023,93,2586,66,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,16,MQ,3535,JFK,CMH,1850,18.83333333,1914,24,483,28,0,LATE AIRCRAFT DELAY,39.99799,-82.89188,40.63975,-73.77893
1,16,MQ,3416,LGA,SDF,1859,18.98333333,2001,62,659,85,0,LATE AIRCRAFT DELAY,38.17439,-85.736,40.63975,-73.77893
1,16,US,2160,LGA,BOS,1900,19,1904,4,184,56,0,AIR SYSTEM DELAY,42.36435,-71.00518,40.63975,-73.77893
1,16,US,2193,LGA,DCA,1900,19,2002,62,214,94,0,LATE AIRCRAFT DELAY,38.85208,-77.03772,40.63975,-73.77893
1,16,US,890,LGA,CLT,1900,19,2123,143,544,128,0,LATE AIRCRAFT DELAY,35.21401,-80.94313,40.63975,-73.77893
1,16,DL,435,JFK,SFO,1900,19,2009,69,2586,77,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,16,DL,2577,JFK,FLL,1900,19,2006,66,1069,44,0,LATE AIRCRAFT DELAY,26.07258,-80.15275,40.63975,-73.77893
1,16,DL,2692,LGA,BOS,1900,19,1913,13,184,80,0,AIR SYSTEM DELAY,42.36435,-71.00518,40.63975,-73.77893
1,16,EV,5337,LGA,RIC,1900,19,1948,48,292,52,0,LATE AIRCRAFT DELAY,37.50517,-77.31967,40.63975,-73.77893
1,16,DL,1935,LGA,TPA,1905,19.08333333,2003,58,1010,49,0,LATE AIRCRAFT DELAY,27.97547,-82.53325,40.63975,-73.77893
1,16,MQ,3181,LGA,DTW,1910,19.16666667,2007,57,502,81,0,LATE AIRCRAFT DELAY,42.21206,-83.34884,40.63975,-73.77893
1,16,MQ,2924,LGA,STL,1925,19.41666667,2020,55,888,69,0,AIR SYSTEM DELAY,38.74769,-90.35999,40.63975,-73.77893
1,16,DL,2496,JFK,DTW,1937,19.61666667,2016,39,509,22,0,LATE AIRCRAFT DELAY,42.21206,-83.34884,40.63975,-73.77893
1,16,MQ,3391,LGA,CMH,1938,19.63333333,2117,99,479,91,0,LATE AIRCRAFT DELAY,39.99799,-82.89188,40.63975,-73.77893
1,16,B6,1271,LGA,FLL,1940,19.66666667,2038,58,1076,64,0,LATE AIRCRAFT DELAY,26.07258,-80.15275,40.63975,-73.77893
1,16,NK,779,LGA,FLL,1940,19.66666667,2126,106,1076,85,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,16,B6,161,JFK,SMF,1941,19.68333333,1959,18,2521,25,0,AIRLINE DELAY,38.69542,-121.59077,40.63975,-73.77893
1,16,B6,761,LGA,PBI,1945,19.75,2101,76,1035,67,0,LATE AIRCRAFT DELAY,26.68316,-80.09559,40.63975,-73.77893
1,16,MQ,3260,LGA,BNA,1945,19.75,2011,26,764,24,0,LATE AIRCRAFT DELAY,36.12448,-86.67818,40.63975,-73.77893
1,16,EV,5559,LGA,CHS,1951,19.85,2102,71,641,46,0,LATE AIRCRAFT DELAY,32.89865,-80.04051,40.63975,-73.77893
1,16,AA,363,LGA,ORD,1955,19.91666667,2000,5,733,22,0,AIR SYSTEM DELAY,41.9796,-87.90446,40.63975,-73.77893
1,16,US,2162,LGA,BOS,2000,20,2003,3,184,39,0,AIR SYSTEM DELAY,42.36435,-71.00518,40.63975,-73.77893
1,16,US,2195,LGA,DCA,2000,20,2026,26,214,49,0,LATE AIRCRAFT DELAY,38.85208,-77.03772,40.63975,-73.77893
1,16,B6,883,JFK,MCO,2000,20,2100,60,944,31,0,LATE AIRCRAFT DELAY,28.42889,-81.31603,40.63975,-73.77893
1,16,B6,1201,JFK,FLL,2000,20,2315,195,1069,166,0,LATE AIRCRAFT DELAY,26.07258,-80.15275,40.63975,-73.77893
1,16,DL,2331,LGA,DTW,2000,20,2017,17,502,24,0,LATE AIRCRAFT DELAY,42.21206,-83.34884,40.63975,-73.77893
1,16,DL,2694,LGA,BOS,2000,20,2115,75,184,67,0,LATE AIRCRAFT DELAY,42.36435,-71.00518,40.63975,-73.77893
1,16,UA,695,LGA,ORD,2000,20,2158,118,733,94,0,LATE AIRCRAFT DELAY,41.9796,-87.90446,40.63975,-73.77893
1,16,EV,5038,LGA,BHM,2010,20.16666667,2144,94,866,64,0,LATE AIRCRAFT DELAY,33.56294,-86.75355,40.63975,-73.77893
1,16,EV,5557,LGA,CAE,2010,20.16666667,2114,64,617,48,0,LATE AIRCRAFT DELAY,33.93884,-81.11954,40.63975,-73.77893
1,16,EV,4314,LGA,CLE,2017,20.28333333,2018,1,419,27,0,AIR SYSTEM DELAY,41.41089,-81.8494,40.63975,-73.77893
1,16,WN,2771,LGA,MKE,2025,20.41666667,2021,-4,738,22,0,AIR SYSTEM DELAY,42.94722,-87.89658,40.63975,-73.77893
1,16,AA,2314,JFK,BOS,2025,20.41666667,2124,59,187,56,0,AIRLINE DELAY,42.36435,-71.00518,40.63975,-73.77893
1,16,AA,1589,LGA,MIA,2030,20.5,2153,83,1096,47,0,LATE AIRCRAFT DELAY,25.79325,-80.29056,40.63975,-73.77893
1,16,EV,5157,LGA,MCI,2030,20.5,2238,128,1107,91,0,LATE AIRCRAFT DELAY,39.29761,-94.71391,40.63975,-73.77893
1,16,B6,1205,JFK,PDX,2040,20.66666667,2117,37,2454,39,0,LATE AIRCRAFT DELAY,45.58872,-122.5975,40.63975,-73.77893
1,16,EV,4995,LGA,CHO,2045,20.75,2106,21,305,15,0,LATE AIRCRAFT DELAY,38.13864,-78.45286,40.63975,-73.77893
1,16,B6,329,JFK,RSW,2047,20.78333333,2243,116,1074,99,0,AIRLINE DELAY,26.53617,-81.75517,40.63975,-73.77893
1,16,AA,367,LGA,ORD,2055,20.91666667,2150,55,733,36,0,LATE AIRCRAFT DELAY,41.9796,-87.90446,40.63975,-73.77893
1,16,B6,418,JFK,BOS,2055,20.91666667,2152,57,187,72,0,LATE AIRCRAFT DELAY,42.36435,-71.00518,40.63975,-73.77893
1,16,US,2164,LGA,BOS,2100,21,2122,22,184,27,0,WEATHER DELAY,42.36435,-71.00518,40.63975,-73.77893
1,16,US,2197,LGA,DCA,2100,21,2317,137,214,123,0,LATE AIRCRAFT DELAY,38.85208,-77.03772,40.63975,-73.77893
1,16,B6,499,LGA,MCO,2100,21,2219,79,950,55,0,LATE AIRCRAFT DELAY,28.42889,-81.31603,40.63975,-73.77893
1,16,B6,1295,JFK,AUS,2100,21,2204,64,1521,33,0,LATE AIRCRAFT DELAY,30.19453,-97.66987,40.63975,-73.77893
1,16,MQ,3473,LGA,DAY,2105,21.08333333,2124,19,549,29,0,LATE AIRCRAFT DELAY,39.90238,-84.21938,40.63975,-73.77893
1,16,EV,4976,LGA,MHT,2115,21.25,2254,99,195,94,0,LATE AIRCRAFT DELAY,42.93452,-71.43706,40.63975,-73.77893
1,16,B6,1371,LGA,FLL,2130,21.5,2250,80,1076,58,0,LATE AIRCRAFT DELAY,26.07258,-80.15275,40.63975,-73.77893
1,16,B6,623,JFK,LAX,2140,21.66666667,2239,59,2475,69,0,LATE AIRCRAFT DELAY,33.94254,-118.40807,40.63975,-73.77893
1,16,NK,331,LGA,ORD,2155,21.91666667,2305,70,733,65,0,AIR SYSTEM DELAY,41.9796,-87.90446,40.63975,-73.77893
1,16,B6,486,JFK,ROC,2242,22.7,2302,20,264,35,0,AIRLINE DELAY,43.11887,-77.67238,40.63975,-73.77893
1,17,US,433,JFK,PHX,630,6.5,645,15,2153,15,0,AIRLINE DELAY,33.43417,-112.00806,40.63975,-73.77893
1,17,AA,84,JFK,BOS,730,7.5,758,28,187,24,0,AIRLINE DELAY,42.36435,-71.00518,40.63975,-73.77893
1,17,B6,1273,JFK,CHS,735,7.583333333,819,44,636,43,0,LATE AIRCRAFT DELAY,32.89865,-80.04051,40.63975,-73.77893
1,17,B6,841,JFK,SAV,800,8,754,-6,718,15,0,AIR SYSTEM DELAY,32.12758,-81.20214,40.63975,-73.77893
1,17,AA,1085,JFK,MIA,830,8.5,914,44,1089,17,0,AIRLINE DELAY,25.79325,-80.29056,40.63975,-73.77893
1,17,MQ,3370,JFK,DCA,848,8.8,1111,143,213,129,0,AIRLINE DELAY,38.85208,-77.03772,40.63975,-73.77893
1,17,DL,405,JFK,SEA,900,9,916,16,2422,15,0,AIRLINE DELAY,47.44898,-122.30931,40.63975,-73.77893
1,17,DL,1747,LGA,ATL,900,9,856,-4,762,19,0,AIR SYSTEM DELAY,33.64044,-84.42694,40.63975,-73.77893
1,17,B6,199,LGA,MCO,912,9.2,1148,156,950,134,0,LATE AIRCRAFT DELAY,28.42889,-81.31603,40.63975,-73.77893
1,17,MQ,3478,LGA,DTW,929,9.483333333,1012,43,502,43,0,LATE AIRCRAFT DELAY,42.21206,-83.34884,40.63975,-73.77893
1,17,EV,5509,LGA,RIC,930,9.5,1021,51,292,38,0,AIRLINE DELAY,37.50517,-77.31967,40.63975,-73.77893
1,17,US,887,JFK,CLT,1015,10.25,1044,29,541,18,0,AIRLINE DELAY,35.21401,-80.94313,40.63975,-73.77893
1,17,B6,2602,JFK,BUF,1054,10.9,1118,24,301,24,0,AIRLINE DELAY,42.94052,-78.73217,40.63975,-73.77893
1,17,AA,1646,JFK,MIA,1055,10.91666667,1306,131,1089,142,0,LATE AIRCRAFT DELAY,25.79325,-80.29056,40.63975,-73.77893
1,17,EV,4878,LGA,SYR,1130,11.5,1152,22,198,15,0,LATE AIRCRAFT DELAY,43.11119,-76.10631,40.63975,-73.77893
1,17,MQ,3378,JFK,DCA,1305,13.08333333,1441,96,213,88,0,LATE AIRCRAFT DELAY,38.85208,-77.03772,40.63975,-73.77893
1,17,AA,1451,JFK,MIA,1415,14.25,1712,177,1089,166,0,AIRLINE DELAY,25.79325,-80.29056,40.63975,-73.77893
1,17,UA,841,JFK,LAX,1430,14.5,2012,342,2475,315,0,LATE AIRCRAFT DELAY,33.94254,-118.40807,40.63975,-73.77893
1,17,DL,419,JFK,SEA,1600,16,1640,40,2422,44,0,AIRLINE DELAY,47.44898,-122.30931,40.63975,-73.77893
1,17,MQ,3044,JFK,BWI,1629,16.48333333,1711,42,184,29,0,LATE AIRCRAFT DELAY,39.1754,-76.6682,40.63975,-73.77893
1,17,DL,415,JFK,SFO,1630,16.5,1708,38,2586,20,0,AIRLINE DELAY,37.619,-122.37484,40.63975,-73.77893
1,17,DL,498,JFK,AUS,1630,16.5,1723,53,1521,37,0,LATE AIRCRAFT DELAY,30.19453,-97.66987,40.63975,-73.77893
1,17,B6,918,JFK,BOS,1645,16.75,1859,134,187,122,0,AIRLINE DELAY,42.36435,-71.00518,40.63975,-73.77893
1,17,MQ,3471,LGA,RDU,1700,17,1802,62,431,34,0,AIRLINE DELAY,35.87764,-78.78747,40.63975,-73.77893
1,17,AA,235,JFK,SEA,1835,18.58333333,1903,28,2422,28,0,AIRLINE DELAY,47.44898,-122.30931,40.63975,-73.77893
1,17,DL,486,JFK,PDX,1840,18.66666667,1858,18,2454,48,0,AIR SYSTEM DELAY,45.58872,-122.5975,40.63975,-73.77893
1,17,MQ,3535,JFK,CMH,1850,18.83333333,2040,110,483,111,0,AIRLINE DELAY,39.99799,-82.89188,40.63975,-73.77893
1,17,B6,1295,JFK,AUS,2100,21,33,213,1521,194,0,AIRLINE DELAY,30.19453,-97.66987,40.63975,-73.77893
1,18,UA,415,JFK,SFO,605,6.083333333,705,60,2586,49,0,AIRLINE DELAY,37.619,-122.37484,40.63975,-73.77893
1,18,B6,1099,LGA,MCO,630,6.5,627,-3,950,38,0,AIR SYSTEM DELAY,28.42889,-81.31603,40.63975,-73.77893
1,18,AA,1101,JFK,MIA,650,6.833333333,709,19,1089,43,0,AIR SYSTEM DELAY,25.79325,-80.29056,40.63975,-73.77893
1,18,DL,2003,LGA,MIA,700,7,700,0,1096,30,0,AIR SYSTEM DELAY,25.79325,-80.29056,40.63975,-73.77893
1,18,UA,1087,LGA,ORD,700,7,657,-3,733,19,0,AIR SYSTEM DELAY,41.9796,-87.90446,40.63975,-73.77893
1,18,B6,461,LGA,PBI,724,7.4,724,0,1035,40,0,AIR SYSTEM DELAY,26.68316,-80.09559,40.63975,-73.77893
1,18,US,1991,LGA,PHL,730,7.5,725,-5,96,35,0,AIR SYSTEM DELAY,39.87195,-75.24114,40.63975,-73.77893
1,18,B6,1717,LGA,TPA,735,7.583333333,732,-3,1010,21,0,AIR SYSTEM DELAY,27.97547,-82.53325,40.63975,-73.77893
1,18,DL,2280,LGA,TPA,754,7.9,748,-6,1010,15,0,AIR SYSTEM DELAY,27.97547,-82.53325,40.63975,-73.77893
1,18,VX,501,JFK,FLL,800,8,754,-6,1069,27,0,WEATHER DELAY,26.07258,-80.15275,40.63975,-73.77893
1,18,DL,2006,LGA,MSY,805,8.083333333,803,-2,1183,16,0,AIR SYSTEM DELAY,29.99339,-90.25803,40.63975,-73.77893
1,18,EV,4904,LGA,JAX,805,8.083333333,805,0,833,36,0,AIR SYSTEM DELAY,30.49406,-81.68786,40.63975,-73.77893
1,18,DL,2148,LGA,RSW,830,8.5,919,49,1080,47,0,WEATHER DELAY,26.53617,-81.75517,40.63975,-73.77893
1,18,DL,2672,LGA,BOS,859,8.983333333,954,55,184,58,0,WEATHER DELAY,42.36435,-71.00518,40.63975,-73.77893
1,18,DL,1885,LGA,MCO,918,9.3,1030,72,950,76,0,WEATHER DELAY,28.42889,-81.31603,40.63975,-73.77893
1,18,MQ,3364,LGA,RDU,929,9.483333333,944,15,431,41,0,AIR SYSTEM DELAY,35.87764,-78.78747,40.63975,-73.77893
1,18,B6,271,LGA,FLL,930,9.5,952,22,1076,63,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,18,HA,51,JFK,HNL,935,9.583333333,945,10,4983,19,0,AIRLINE DELAY,21.31869,-157.92241,40.63975,-73.77893
1,18,F9,1253,LGA,MIA,945,9.75,1004,19,1096,20,0,WEATHER DELAY,25.79325,-80.29056,40.63975,-73.77893
1,18,B6,1639,LGA,RSW,959,9.983333333,1000,1,1080,23,0,AIR SYSTEM DELAY,26.53617,-81.75517,40.63975,-73.77893
1,18,B6,518,JFK,BOS,1030,10.5,1140,70,187,69,0,AIRLINE DELAY,42.36435,-71.00518,40.63975,-73.77893
1,18,DL,876,LGA,PBI,1035,10.58333333,1208,93,1035,82,0,LATE AIRCRAFT DELAY,26.68316,-80.09559,40.63975,-73.77893
1,18,B6,971,LGA,FLL,1042,10.7,1128,46,1076,41,0,LATE AIRCRAFT DELAY,26.07258,-80.15275,40.63975,-73.77893
1,18,NK,197,LGA,FLL,1050,10.83333333,1109,19,1076,15,0,AIRLINE DELAY,26.07258,-80.15275,40.63975,-73.77893
1,18,AA,1133,LGA,MIA,1055,10.91666667,1054,-1,1096,18,0,AIR SYSTEM DELAY,25.79325,-80.29056,40.63975,-73.77893
1,18,AA,1646,JFK,MIA,1055,10.91666667,1126,31,1089,25,0,LATE AIRCRAFT DELAY,25.79325,-80.29056,40.63975,-73.77893
1,18,DL,1947,LGA,ATL,1100,11,1149,49,762,29,0,WEATHER DELAY,33.64044,-84.42694,40.63975,-73.77893
1,18,DL,2301,LGA,MIA,1100,11,1148,48,1096,20,0,WEATHER DELAY,25.79325,-80.29056,40.63975,-73.77893
1,18,US,2069,LGA,CLT,1120,11.33333333,1126,6,544,27,0,AIR SYSTEM DELAY,35.21401,-80.94313,40.63975,-73.77893
1,18,EV,5275,LGA,BUF,1120,11.33333333,1124,4,292,24,0,AIR SYSTEM DELAY,42.94052,-78.73217,40.63975,-73.77893
1,18,AA,1104,LGA,DFW,1151,11.85,1247,56,1389,33,0,AIRLINE DELAY,32.89595,-97.0372,40.63975,-73.77893
1,18,WN,556,LGA,ATL,1155,11.91666667,1241,46,762,37,0,AIRLINE DELAY,33.64044,-84.42694,40.63975,-73.77893
1,18,DL,2047,LGA,ATL,1159,11.98333333,1238,39,762,16,0,WEATHER DELAY,33.64044,-84.42694,40.63975,-73.77893
1,18,UA,1535,LGA,DEN,1200,12,1411,131,1620,106,0,AIRLINE DELAY,39.85841,-104.667,40.63975,-73.77893
1,18,AA,331,LGA,ORD,1215,12.25,1334,79,733,53,0,AIRLINE DELAY,41.9796,-87.90446,40.63975,-73.77893
1,18,B6,383,JFK,MCO,1253,12.88333333,1310,17,944,29,0,AIRLINE DELAY,28.42889,-81.31603,40.63975,-73.77893
1,18,MQ,3674,LGA,ATL,1320,13.33333333,1512,112,762,108,0,AIRLINE DELAY,33.64044,-84.42694,40.63975,-73.77893
1,18,B6,1401,JFK,FLL,1323,13.38333333,1335,12,1069,16,0,AIRLINE DELAY,26.07258,-80.15275,40.63975,-73.77893
1,18,B6,431,LGA,SRQ,1330,13.5,1404,34,1047,24,0,LATE AIRCRAFT DELAY,27.39533,-82.55411,40.63975,-73.77893
1,18,MQ,3284,LGA,DAY,1356,13.93333333,1421,25,549,17,0,LATE AIRCRAFT DELAY,39.90238,-84.21938,40.63975,-73.77893
1,18,US,2183,LGA,DCA,1400,14,1428,28,214,18,0,AIRLINE DELAY,38.85208,-77.03772,40.63975,-73.77893
1,18,B6,561,LGA,PBI,1419,14.31666667,1540,81,1035,102,0,LATE AIRCRAFT DELAY,26.68316,-80.09559,40.63975,-73.77893
1,18,B6,581,JFK,HOU,1420,14.33333333,1526,66,1428,59,0,LATE AIRCRAFT DELAY,29.64542,-95.27889,40.63975,-73.77893
1,18,B6,286,JFK,ROC,1429,14.48333333,1520,51,264,68,0,AIRLINE DELAY,43.11887,-77.67238,40.63975,-73.77893
1,18,B6,1171,LGA,FLL,1445,14.75,1510,25,1076,23,0,AIRLINE DELAY,26.07258,-80.15275,40.63975,-73.77893
1,18,B6,575,JFK,MSY,1455,14.91666667,1551,56,1182,36,0,AIRLINE DELAY,29.99339,-90.25803,40.63975,-73.77893
1,18,DL,2684,LGA,BOS,1459,14.98333333,1510,11,184,27,0,AIR SYSTEM DELAY,42.36435,-71.00518,40.63975,-73.77893
1,18,MQ,3295,JFK,RDU,1459,14.98333333,1620,81,427,81,0,LATE AIRCRAFT DELAY,35.87764,-78.78747,40.63975,-73.77893
1,18,MQ,3615,JFK,CLE,1510,15.16666667,1712,122,425,111,0,LATE AIRCRAFT DELAY,41.41089,-81.8494,40.63975,-73.77893
1,18,AA,85,JFK,SFO,1530,15.5,1620,50,2586,35,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,18,B6,83,JFK,MCO,1530,15.5,1529,-1,944,15,0,AIR SYSTEM DELAY,28.42889,-81.31603,40.63975,-73.77893
1,18,B6,1117,LGA,TPA,1530,15.5,1702,92,1010,74,0,AIRLINE DELAY,27.97547,-82.53325,40.63975,-73.77893
1,18,DL,2250,JFK,BOS,1530,15.5,1542,12,187,42,0,AIR SYSTEM DELAY,42.36435,-71.00518,40.63975,-73.77893
1,18,MQ,3639,JFK,CMH,1530,15.5,1615,45,483,33,0,LATE AIRCRAFT DELAY,39.99799,-82.89188,40.63975,-73.77893
1,18,UA,510,JFK,SFO,1530,15.5,1627,57,2586,42,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,18,B6,1801,JFK,FLL,1548,15.8,1641,53,1069,56,0,LATE AIRCRAFT DELAY,26.07258,-80.15275,40.63975,-73.77893
1,18,AA,1029,JFK,DCA,1600,16,1602,2,213,16,0,AIR SYSTEM DELAY,38.85208,-77.03772,40.63975,-73.77893
1,18,AA,1096,JFK,BOS,1600,16,1606,6,187,35,0,AIR SYSTEM DELAY,42.36435,-71.00518,40.63975,-73.77893
1,18,MQ,3044,JFK,BWI,1629,16.48333333,1747,78,184,100,0,LATE AIRCRAFT DELAY,39.1754,-76.6682,40.63975,-73.77893
1,18,VX,27,JFK,SFO,1630,16.5,1724,54,2586,34,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,18,DL,415,JFK,SFO,1630,16.5,1719,49,2586,76,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,18,B6,415,JFK,SFO,1635,16.58333333,1725,50,2586,45,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,18,EV,5459,LGA,BUF,1640,16.66666667,1759,79,292,51,0,AIRLINE DELAY,42.94052,-78.73217,40.63975,-73.77893
1,18,MQ,2949,JFK,BNA,1655,16.91666667,1809,74,765,64,0,LATE AIRCRAFT DELAY,36.12448,-86.67818,40.63975,-73.77893
1,18,US,1798,JFK,CLT,1658,16.96666667,1928,150,541,124,0,AIRLINE DELAY,35.21401,-80.94313,40.63975,-73.77893
1,18,DL,2122,JFK,BOS,1700,17,1654,-6,187,33,0,AIR SYSTEM DELAY,42.36435,-71.00518,40.63975,-73.77893
1,18,DL,494,JFK,LAS,1701,17.01666667,2008,187,2248,185,0,WEATHER DELAY,36.08036,-115.15233,40.63975,-73.77893
1,18,B6,167,JFK,OAK,1701,17.01666667,1720,19,2576,16,0,AIRLINE DELAY,37.72129,-122.22072,40.63975,-73.77893
1,18,AA,199,JFK,ORD,1710,17.16666667,1736,26,740,16,0,LATE AIRCRAFT DELAY,41.9796,-87.90446,40.63975,-73.77893
1,18,B6,1119,JFK,CLT,1713,17.21666667,1754,41,541,29,0,LATE AIRCRAFT DELAY,35.21401,-80.94313,40.63975,-73.77893
1,18,F9,1255,LGA,MIA,1720,17.33333333,1731,11,1096,22,0,AIR SYSTEM DELAY,25.79325,-80.29056,40.63975,-73.77893
1,18,B6,1185,JFK,RDU,1726,17.43333333,1813,47,427,47,0,LATE AIRCRAFT DELAY,35.87764,-78.78747,40.63975,-73.77893
1,18,AA,45,JFK,LAS,1729,17.48333333,1807,38,2248,30,0,AIR SYSTEM DELAY,36.08036,-115.15233,40.63975,-73.77893
1,18,MQ,3365,JFK,DCA,1729,17.48333333,1829,60,213,57,0,LATE AIRCRAFT DELAY,38.85208,-77.03772,40.63975,-73.77893
1,18,AA,177,JFK,SFO,1745,17.75,1838,53,2586,63,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,18,B6,1407,JFK,IAD,1750,17.83333333,1808,18,228,15,0,LATE AIRCRAFT DELAY,38.94453,-77.45581,40.63975,-73.77893
1,18,MQ,3349,LGA,LIT,1800,18,1759,-1,1085,15,0,AIR SYSTEM DELAY,34.7294,-92.22425,40.63975,-73.77893
1,18,MQ,3502,LGA,RDU,1820,18.33333333,1819,-1,431,40,0,AIR SYSTEM DELAY,35.87764,-78.78747,40.63975,-73.77893
1,18,UA,514,JFK,SFO,1822,18.36666667,1835,13,2586,24,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,18,DL,2002,JFK,MIA,1829,18.48333333,1857,28,1089,24,0,LATE AIRCRAFT DELAY,25.79325,-80.29056,40.63975,-73.77893
1,18,B6,669,JFK,SJC,1833,18.55,1824,-9,2569,16,0,AIR SYSTEM DELAY,37.36186,-121.92901,40.63975,-73.77893
1,18,AA,235,JFK,SEA,1835,18.58333333,1927,52,2422,36,0,LATE AIRCRAFT DELAY,47.44898,-122.30931,40.63975,-73.77893
1,18,B6,523,JFK,LAX,1835,18.58333333,2023,108,2475,85,0,AIRLINE DELAY,33.94254,-118.40807,40.63975,-73.77893
1,18,B6,2202,JFK,BUF,1836,18.6,2035,119,301,126,0,LATE AIRCRAFT DELAY,42.94052,-78.73217,40.63975,-73.77893
1,18,EV,5405,LGA,PIT,1845,18.75,2228,223,335,194,0,LATE AIRCRAFT DELAY,40.49147,-80.23287,40.63975,-73.77893
1,18,MQ,3535,JFK,CMH,1850,18.83333333,2328,278,483,277,0,LATE AIRCRAFT DELAY,39.99799,-82.89188,40.63975,-73.77893
1,18,DL,435,JFK,SFO,1900,19,1936,36,2586,41,0,AIRLINE DELAY,37.619,-122.37484,40.63975,-73.77893
1,18,MQ,2924,LGA,STL,1925,19.41666667,2048,83,888,51,0,LATE AIRCRAFT DELAY,38.74769,-90.35999,40.63975,-73.77893
1,18,B6,105,JFK,ORD,1930,19.5,2100,90,740,65,0,LATE AIRCRAFT DELAY,41.9796,-87.90446,40.63975,-73.77893
1,18,DL,2496,JFK,DTW,1937,19.61666667,2045,68,509,34,0,AIRLINE DELAY,42.21206,-83.34884,40.63975,-73.77893
1,18,MQ,3374,JFK,RDU,1959,19.98333333,2051,52,427,42,0,LATE AIRCRAFT DELAY,35.87764,-78.78747,40.63975,-73.77893
1,18,B6,1201,JFK,FLL,2000,20,2244,164,1069,141,0,LATE AIRCRAFT DELAY,26.07258,-80.15275,40.63975,-73.77893
1,18,AA,2314,JFK,BOS,2025,20.41666667,2040,15,187,17,0,LATE AIRCRAFT DELAY,42.36435,-71.00518,40.63975,-73.77893
1,18,EV,4995,LGA,CHO,2045,20.75,2119,34,305,15,0,LATE AIRCRAFT DELAY,38.13864,-78.45286,40.63975,-73.77893
1,18,B6,329,JFK,RSW,2047,20.78333333,2238,111,1074,84,0,LATE AIRCRAFT DELAY,26.53617,-81.75517,40.63975,-73.77893
1,18,B6,418,JFK,BOS,2055,20.91666667,2322,147,187,143,0,LATE AIRCRAFT DELAY,42.36435,-71.00518,40.63975,-73.77893
1,18,B6,1295,JFK,AUS,2059,20.98333333,2230,91,1521,57,0,LATE AIRCRAFT DELAY,30.19453,-97.66987,40.63975,-73.77893
1,18,B6,499,LGA,MCO,2100,21,2126,26,950,17,0,AIRLINE DELAY,28.42889,-81.31603,40.63975,-73.77893
