MONTH,DAY,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,rSCHEDULED,DEPARTURE_TIME,DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY,CANCELLED,DELAY_TYPE,DLATITUDE,DLONGITUDE,OLATITUDE,OLONGITUDE
1,1,AA,2299,JFK,MIA,545,5.75,640,55,1089,69,0,AIRLINE DELAY,25.79325,-80.29056,40.63975,-73.77893
1,1,AA,1297,LGA,MIA,600,6,708,68,1096,50,0,AIRLINE DELAY,25.79325,-80.29056,40.63975,-73.77893
1,2,DL,1923,LGA,MIA,1415,14.25,1548,93,1096,71,0,LATE AIRCRAFT DELAY,25.79325,-80.29056,40.63975,-73.77893
1,2,AA,1246,LGA,MIA,1530,15.5,1524,-6,1096,24,0,AIR SYSTEM DELAY,25.79325,-80.29056,40.63975,-73.77893
1,2,AA,1483,LGA,MIA,1945,19.75,2026,41,1096,27,0,AIRLINE DELAY,25.79325,-80.29056,40.63975,-73.77893
1,3,AA,1101,JFK,MIA,652,6.866666667,648,-4,1089,22,0,AIR SYSTEM DELAY,25.79325,-80.29056,40.63975,-73.77893
1,3,AA,1085,JFK,MIA,830,8.5,831,1,1089,33,0,AIR SYSTEM DELAY,25.79325,-80.29056,40.63975,-73.77893
1,3,AA,1084,LGA,MIA,945,9.75,1130,105,1096,94,0,LATE AIRCRAFT DELAY,25.79325,-80.29056,40.63975,-73.77893
1,3,F9,1253,LGA,MIA,945,9.75,935,-10,1096,16,0,AIR SYSTEM DELAY,25.79325,-80.29056,40.63975,-73.77893
1,3,DL,1617,LGA,MIA,1105,11.08333333,1103,-2,1096,28,0,AIR SYSTEM DELAY,25.79325,-80.29056,40.63975,-73.77893
1,3,DL,1923,LGA,MIA,1415,14.25,1442,27,1096,63,0,AIR SYSTEM DELAY,25.79325,-80.29056,40.63975,-73.77893
1,3,AA,1451,JFK,MIA,1420,14.33333333,1430,10,1089,42,0,AIR SYSTEM DELAY,25.79325,-80.29056,40.63975,-73.77893
1,3,DL,2503,JFK,MIA,1600,16,1626,26,1089,47,0,AIRLINE DELAY,25.79325,-80.29056,40.63975,-73.77893
1,3,F9,1255,LGA,MIA,1720,17.33333333,1801,41,1096,40,0,AIR SYSTEM DELAY,25.79325,-80.29056,40.63975,-73.77893
1,1,AA,1441,JFK,LAS,635,6.583333333,656,21,2248,45,0,AIR SYSTEM DELAY,36.08036,-115.15233,40.63975,-73.77893
1,1,DL,2323,JFK,LAS,2030,20.5,2028,-2,2248,22,0,AIR SYSTEM DELAY,36.08036,-115.15233,40.63975,-73.77893
1,2,B6,611,JFK,LAS,2135,21.58333333,2149,14,2248,34,0,AIR SYSTEM DELAY,36.08036,-115.15233,40.63975,-73.77893
1,3,AA,1441,JFK,LAS,635,6.583333333,711,36,2248,51,0,AIRLINE DELAY,36.08036,-115.15233,40.63975,-73.77893
1,2,B6,65,JFK,ABQ,2000,20,2000,0,1826,16,0,AIR SYSTEM DELAY,35.04022,-106.60919,40.63975,-73.77893
1,1,NK,705,LGA,FLL,640,6.666666667,828,108,1076,97,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,1,B6,1701,JFK,FLL,825,8.416666667,824,-1,1069,17,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,1,B6,1,JFK,FLL,950,9.833333333,1013,23,1069,18,0,AIRLINE DELAY,26.07258,-80.15275,40.63975,-73.77893
1,2,NK,197,LGA,FLL,1050,10.83333333,1118,28,1076,15,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,2,B6,201,JFK,FLL,1835,18.58333333,1854,19,1069,18,0,LATE AIRCRAFT DELAY,26.07258,-80.15275,40.63975,-73.77893
1,2,B6,1271,LGA,FLL,1940,19.66666667,2017,37,1076,42,0,LATE AIRCRAFT DELAY,26.07258,-80.15275,40.63975,-73.77893
1,3,B6,1701,JFK,FLL,825,8.416666667,819,-6,1069,22,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,3,B6,271,LGA,FLL,930,9.5,945,15,1076,42,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,3,B6,1,JFK,FLL,950,9.833333333,945,-5,1069,33,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,3,DL,761,LGA,FLL,1005,10.08333333,1004,-1,1076,17,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,3,B6,971,LGA,FLL,1041,10.68333333,1114,33,1076,25,0,AIRLINE DELAY,26.07258,-80.15275,40.63975,-73.77893
1,3,B6,301,JFK,FLL,1429,14.48333333,1425,-4,1069,32,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,3,B6,1171,LGA,FLL,1445,14.75,1506,21,1076,33,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,3,DL,2152,JFK,FLL,1530,15.5,1530,0,1069,16,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,3,B6,1801,JFK,FLL,1545,15.75,1551,6,1069,37,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,3,DL,991,LGA,FLL,1630,16.5,1652,22,1076,31,0,WEATHER DELAY,26.07258,-80.15275,40.63975,-73.77893
1,3,B6,1601,JFK,FLL,1710,17.16666667,1718,8,1069,27,0,AIR SYSTEM DELAY,26.07258,-80.15275,40.63975,-73.77893
1,1,AA,2393,JFK,MCO,700,7,857,117,944,117,0,AIRLINE DELAY,28.42889,-81.31603,40.63975,-73.77893
1,1,DL,2320,JFK,MCO,900,9,952,52,944,25,0,AIRLINE DELAY,28.42889,-81.31603,40.63975,-73.77893
1,1,B6,483,JFK,MCO,914,9.233333333,943,29,944,25,0,AIRLINE DELAY,28.42889,-81.31603,40.63975,-73.77893
1,1,B6,1883,JFK,MCO,1429,14.48333333,1437,8,944,17,0,AIR SYSTEM DELAY,28.42889,-81.31603,40.63975,-73.77893
1,1,B6,83,JFK,MCO,1529,15.48333333,1536,7,944,15,0,AIR SYSTEM DELAY,28.42889,-81.31603,40.63975,-73.77893
1,1,B6,299,LGA,MCO,1745,17.75,1925,100,950,91,0,LATE AIRCRAFT DELAY,28.42889,-81.31603,40.63975,-73.77893
1,1,B6,499,LGA,MCO,2100,21,2141,41,950,32,0,SECURITY DELAY,28.42889,-81.31603,40.63975,-73.77893
1,1,B6,1183,JFK,MCO,2158,21.96666667,2225,27,944,17,0,AIRLINE DELAY,28.42889,-81.31603,40.63975,-73.77893
1,2,DL,2285,LGA,MCO,705,7.083333333,840,95,950,89,0,AIRLINE DELAY,28.42889,-81.31603,40.63975,-73.77893
1,2,DL,1885,LGA,MCO,905,9.083333333,1405,300,950,284,0,AIRLINE DELAY,28.42889,-81.31603,40.63975,-73.77893
1,2,AA,2285,JFK,MCO,1459,14.98333333,1453,-6,944,24,0,AIR SYSTEM DELAY,28.42889,-81.31603,40.63975,-73.77893
1,2,B6,83,JFK,MCO,1529,15.48333333,1617,48,944,23,0,LATE AIRCRAFT DELAY,28.42889,-81.31603,40.63975,-73.77893
1,2,DL,1585,LGA,MCO,1730,17.5,1812,42,950,26,0,AIRLINE DELAY,28.42889,-81.31603,40.63975,-73.77893
1,2,B6,1183,JFK,MCO,2158,21.96666667,2203,5,944,22,0,AIR SYSTEM DELAY,28.42889,-81.31603,40.63975,-73.77893
1,3,B6,1783,JFK,MCO,759,7.983333333,757,-2,944,19,0,AIR SYSTEM DELAY,28.42889,-81.31603,40.63975,-73.77893
1,3,DL,2181,LGA,MCO,1405,14.08333333,1414,9,950,28,0,AIR SYSTEM DELAY,28.42889,-81.31603,40.63975,-73.77893
1,3,B6,1883,JFK,MCO,1429,14.48333333,1433,4,944,47,0,AIR SYSTEM DELAY,28.42889,-81.31603,40.63975,-73.77893
1,3,AA,2285,JFK,MCO,1459,14.98333333,1500,1,944,79,0,AIR SYSTEM DELAY,28.42889,-81.31603,40.63975,-73.77893
1,3,DL,2199,LGA,MCO,1515,15.25,1652,97,950,88,0,LATE AIRCRAFT DELAY,28.42889,-81.31603,40.63975,-73.77893
1,3,B6,83,JFK,MCO,1529,15.48333333,1536,7,944,31,0,AIR SYSTEM DELAY,28.42889,-81.31603,40.63975,-73.77893
1,3,DL,425,JFK,MCO,1532,15.53333333,1536,4,944,37,0,AIR SYSTEM DELAY,28.42889,-81.31603,40.63975,-73.77893
1,3,B6,283,JFK,MCO,1557,15.95,1616,19,944,37,0,AIRLINE DELAY,28.42889,-81.31603,40.63975,-73.77893
1,1,AA,15,JFK,SFO,800,8,755,-5,2586,48,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,1,VX,29,JFK,SFO,1855,18.91666667,1943,48,2586,42,0,LATE AIRCRAFT DELAY,37.619,-122.37484,40.63975,-73.77893
1,2,UA,415,JFK,SFO,605,6.083333333,626,21,2586,39,0,AIRLINE DELAY,37.619,-122.37484,40.63975,-73.77893
1,2,DL,46,JFK,SFO,815,8.25,850,35,2586,26,0,AIRLINE DELAY,37.619,-122.37484,40.63975,-73.77893
1,2,DL,430,JFK,SFO,1000,10,1038,38,2586,26,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,2,VX,23,JFK,SFO,1030,10.5,1057,27,2586,33,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,2,AA,85,JFK,SFO,1530,15.5,1529,-1,2586,30,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,2,B6,915,JFK,SFO,2029,20.48333333,2106,37,2586,37,0,LATE AIRCRAFT DELAY,37.619,-122.37484,40.63975,-73.77893
1,3,VX,11,JFK,SFO,730,7.5,832,62,2586,41,0,LATE AIRCRAFT DELAY,37.619,-122.37484,40.63975,-73.77893
1,3,UA,510,JFK,SFO,1515,15.25,1548,33,2586,38,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,3,DL,415,JFK,SFO,1615,16.25,1623,8,2586,20,0,AIR SYSTEM DELAY,37.619,-122.37484,40.63975,-73.77893
1,3,VX,27,JFK,SFO,1630,16.5,1739,69,2586,62,0,AIRLINE DELAY,37.619,-122.37484,40.63975,-73.77893
1,1,DL,2494,JFK,MSP,800,8,835,35,1029,27,0,AIRLINE DELAY,44.88055,-93.21692,40.63975,-73.77893
1,1,DL,433,JFK,MSP,1220,12.33333333,1238,18,1029,18,0,AIRLINE DELAY,44.88055,-93.21692,40.63975,-73.77893
1,2,DL,2319,LGA,MSP,1010,10.16666667,1224,134,1020,133,0,AIRLINE DELAY,44.88055,-93.21692,40.63975,-73.77893
1,2,DL,1819,LGA,MSP,1430,14.5,1454,24,1020,33,0,AIRLINE DELAY,44.88055,-93.21692,40.63975,-73.77893
1,3,DL,2119,LGA,MSP,830,8.5,900,30,1020,30,0,AIRLINE DELAY,44.88055,-93.21692,40.63975,-73.77893
1,3,DL,1819,LGA,MSP,1430,14.5,1430,0,1020,25,0,AIR SYSTEM DELAY,44.88055,-93.21692,40.63975,-73.77893
1,1,AA,1121,LGA,DFW,815,8.25,841,26,1389,25,0,AIRLINE DELAY,32.89595,-97.0372,40.63975,-73.77893
1,1,NK,917,LGA,DFW,1245,12.75,1416,91,1389,88,0,AIR SYSTEM DELAY,32.89595,-97.0372,40.63975,-73.77893
1,1,AA,1114,LGA,DFW,1455,14.91666667,1529,34,1389,19,0,AIRLINE DELAY,32.89595,-97.0372,40.63975,-73.77893
1,1,AA,65,JFK,DFW,1615,16.25,1625,10,1391,49,0,AIR SYSTEM DELAY,32.89595,-97.0372,40.63975,-73.77893
1,2,AA,1111,LGA,DFW,730,7.5,721,-9,1389,17,0,AIR SYSTEM DELAY,32.89595,-97.0372,40.63975,-73.77893
1,2,AA,65,JFK,DFW,1615,16.25,1734,79,1391,103,0,AIRLINE DELAY,32.89595,-97.0372,40.63975,-73.77893
1,3,AA,1110,LGA,DFW,1329,13.48333333,1433,64,1389,88,0,AIRLINE DELAY,32.89595,-97.0372,40.63975,-73.77893
1,3,AA,1114,LGA,DFW,1455,14.91666667,1455,0,1389,28,0,AIR SYSTEM DELAY,32.89595,-97.0372,40.63975,-73.77893
1,3,AA,65,JFK,DFW,1615,16.25,1624,9,1391,41,0,AIR SYSTEM DELAY,32.89595,-97.0372,40.63975,-73.77893
1,3,AA,1138,LGA,DFW,1630,16.5,1653,23,1389,31,0,AIRLINE DELAY,32.89595,-97.0372,40.63975,-73.77893
1,1,NK,847,LGA,ORD,830,8.5,916,46,733,43,0,AIR SYSTEM DELAY,41.9796,-87.90446,40.63975,-73.77893
1,1,AA,335,LGA,ORD,1315,13.25,1450,95,733,89,0,AIRLINE DELAY,41.9796,-87.90446,40.63975,-73.77893
1,1,B6,105,JFK,ORD,1930,19.5,1925,-5,740,22,0,AIR SYSTEM DELAY,41.9796,-87.90446,40.63975,-73.77893
1,2,AA,335,LGA,ORD,1310,13.16666667,1348,38,733,23,0,AIRLINE DELAY,41.9796,-87.90446,40.63975,-73.77893
1,3,UA,741,LGA,ORD,700,7,705,5,733,22,0,AIR SYSTEM DELAY,41.9796,-87.90446,40.63975,-73.77893
1,3,AA,311,LGA,ORD,730,7.5,728,-2,733,16,0,AIR SYSTEM DELAY,41.9796,-87.90446,40.63975,-73.77893
1,3,B6,905,JFK,ORD,830,8.5,829,-1,740,36,0,AIR SYSTEM DELAY,41.9796,-87.90446,40.63975,-73.77893
1,3,AA,327,LGA,ORD,1020,10.33333333,1027,7,733,26,0,AIR SYSTEM DELAY,41.9796,-87.90446,40.63975,-73.77893
1,3,AA,331,LGA,ORD,1215,12.25,1242,27,733,22,0,LATE AIRCRAFT DELAY,41.9796,-87.90446,40.63975,-73.77893
1,3,AA,337,LGA,ORD,1425,14.41666667,1711,166,733,168,0,AIRLINE DELAY,41.9796,-87.90446,40.63975,-73.77893
1,3,OO,5483,LGA,ORD,1702,17.03333333,1900,118,733,106,0,LATE AIRCRAFT DELAY,41.9796,-87.90446,40.63975,-73.77893
1,3,AA,345,LGA,ORD,1705,17.08333333,1741,36,733,39,0,LATE AIRCRAFT DELAY,41.9796,-87.90446,40.63975,-73.77893
1,3,AA,199,JFK,ORD,1710,17.16666667,1841,91,740,96,0,LATE AIRCRAFT DELAY,41.9796,-87.90446,40.63975,-73.77893
1,1,DL,2022,JFK,DTW,900,9,945,45,509,31,0,AIR SYSTEM DELAY,42.21206,-83.34884,40.63975,-73.77893
1,2,DL,731,LGA,DTW,600,6,627,27,502,17,0,AIRLINE DELAY,42.21206,-83.34884,40.63975,-73.77893
1,2,DL,1231,LGA,DTW,1430,14.5,1501,31,502,21,0,AIRLINE DELAY,42.21206,-83.34884,40.63975,-73.77893
1,3,DL,181,LGA,DTW,900,9,927,27,502,17,0,AIRLINE DELAY,42.21206,-83.34884,40.63975,-73.77893
1,3,DL,1231,LGA,DTW,1430,14.5,1440,10,502,48,0,AIR SYSTEM DELAY,42.21206,-83.34884,40.63975,-73.77893
1,1,DL,498,JFK,SLC,929,9.483333333,949,20,1990,18,0,AIRLINE DELAY,40.78839,-111.97777,40.63975,-73.77893
1,1,B6,71,JFK,SLC,1839,18.65,1921,42,1990,37,0,AIRLINE DELAY,40.78839,-111.97777,40.63975,-73.77893
1,2,DL,2301,JFK,SLC,1555,15.91666667,1551,-4,1990,18,0,AIR SYSTEM DELAY,40.78839,-111.97777,40.63975,-73.77893
1,1,EV,5387,LGA,SAV,950,9.833333333,1209,139,722,100,0,LATE AIRCRAFT DELAY,32.12758,-81.20214,40.63975,-73.77893
1,2,EV,5459,LGA,SAV,1350,13.83333333,1346,-4,722,37,0,AIR SYSTEM DELAY,32.12758,-81.20214,40.63975,-73.77893
1,3,B6,1041,JFK,SAV,1459,14.98333333,1456,-3,718,23,0,AIR SYSTEM DELAY,32.12758,-81.20214,40.63975,-73.77893
1,1,US,679,JFK,PHX,959,9.983333333,1001,2,2153,30,0,AIR SYSTEM DELAY,33.43417,-112.00806,40.63975,-73.77893
1,1,US,654,JFK,PHX,1330,13.5,1354,24,2153,26,0,AIRLINE DELAY,33.43417,-112.00806,40.63975,-73.77893
1,1,US,639,JFK,PHX,1620,16.33333333,1621,1,2153,23,0,AIR SYSTEM DELAY,33.43417,-112.00806,40.63975,-73.77893
1,1,B6,135,JFK,PHX,1922,19.36666667,1946,24,2153,38,0,AIRLINE DELAY,33.43417,-112.00806,40.63975,-73.77893
1,1,DL,2405,JFK,PHX,2035,20.58333333,2031,-4,2153,22,0,AIR SYSTEM DELAY,33.43417,-112.00806,40.63975,-73.77893
1,2,US,639,JFK,PHX,1620,16.33333333,1634,14,2153,60,0,AIR SYSTEM DELAY,33.43417,-112.00806,40.63975,-73.77893
1,2,DL,2405,JFK,PHX,2035,20.58333333,2046,11,2153,23,0,AIR SYSTEM DELAY,33.43417,-112.00806,40.63975,-73.77893
1,3,DL,465,JFK,PHX,1030,10.5,1243,133,2153,110,0,AIRLINE DELAY,33.43417,-112.00806,40.63975,-73.77893
1,3,US,629,JFK,PHX,1620,16.33333333,1728,68,2153,98,0,AIRLINE DELAY,33.43417,-112.00806,40.63975,-73.77893
1,1,B6,1639,LGA,RSW,959,9.983333333,956,-3,1080,17,0,AIR SYSTEM DELAY,26.53617,-81.75517,40.63975,-73.77893
1,1,B6,1129,JFK,RSW,1205,12.08333333,1231,26,1074,16,0,LATE AIRCRAFT DELAY,26.53617,-81.75517,40.63975,-73.77893
1,2,DL,2175,LGA,RSW,1130,11.5,1225,55,1080,27,0,AIRLINE DELAY,26.53617,-81.75517,40.63975,-73.77893
1,2,DL,2077,LGA,RSW,1505,15.08333333,1615,70,1080,37,0,AIRLINE DELAY,26.53617,-81.75517,40.63975,-73.77893
1,3,DL,2077,LGA,RSW,1505,15.08333333,1632,87,1080,93,0,AIRLINE DELAY,26.53617,-81.75517,40.63975,-73.77893
1,3,B6,1729,JFK,RSW,1545,15.75,1613,28,1074,43,0,AIRLINE DELAY,26.53617,-81.75517,40.63975,-73.77893
1,1,B6,925,JFK,TPA,1000,10,1037,37,1005,44,0,LATE AIRCRAFT DELAY,27.97547,-82.53325,40.63975,-73.77893
1,1,B6,1117,LGA,TPA,1545,15.75,1703,78,1010,56,0,AIRLINE DELAY,27.97547,-82.53325,40.63975,-73.77893
1,2,B6,325,JFK,TPA,1440,14.66666667,1436,-4,1005,16,0,AIR SYSTEM DELAY,27.97547,-82.53325,40.63975,-73.77893
1,2,DL,2651,JFK,TPA,1840,18.66666667,1906,26,1005,18,0,AIRLINE DELAY,27.97547,-82.53325,40.63975,-73.77893
1,2,B6,425,JFK,TPA,2145,21.75,2158,13,1005,32,0,AIR SYSTEM DELAY,27.97547,-82.53325,40.63975,-73.77893
1,3,B6,325,JFK,TPA,1440,14.66666667,1453,13,1005,22,0,AIRLINE DELAY,27.97547,-82.53325,40.63975,-73.77893
1,3,B6,1117,LGA,TPA,1545,15.75,1613,28,1010,15,0,LATE AIRCRAFT DELAY,27.97547,-82.53325,40.63975,-73.77893
1,3,DL,1935,LGA,TPA,1545,15.75,1606,21,1010,16,0,WEATHER DELAY,27.97547,-82.53325,40.63975,-73.77893
1,1,UA,1018,LGA,IAH,1010,10.16666667,1016,6,1416,22,0,AIR SYSTEM DELAY,29.98047,-95.33972,40.63975,-73.77893
1,1,UA,1421,LGA,IAH,1347,13.78333333,1349,2,1416,17,0,AIR SYSTEM DELAY,29.98047,-95.33972,40.63975,-73.77893
1,1,UA,1259,LGA,IAH,1656,16.93333333,1721,25,1416,31,0,AIRLINE DELAY,29.98047,-95.33972,40.63975,-73.77893
1,2,UA,1522,LGA,IAH,729,7.483333333,726,-3,1416,22,0,AIR SYSTEM DELAY,29.98047,-95.33972,40.63975,-73.77893
1,2,UA,1259,LGA,IAH,1656,16.93333333,1709,13,1416,51,0,AIR SYSTEM DELAY,29.98047,-95.33972,40.63975,-73.77893
1,3,UA,1714,LGA,IAH,545,5.75,548,3,1416,47,0,AIR SYSTEM DELAY,29.98047,-95.33972,40.63975,-73.77893
1,3,UA,1522,LGA,IAH,729,7.483333333,742,13,1416,39,0,AIR SYSTEM DELAY,29.98047,-95.33972,40.63975,-73.77893
1,3,UA,395,LGA,IAH,1647,16.78333333,1736,49,1416,47,0,LATE AIRCRAFT DELAY,29.98047,-95.33972,40.63975,-73.77893
1,1,B6,323,JFK,LAX,1120,11.33333333,1141,21,2475,32,0,AIRLINE DELAY,33.94254,-118.40807,40.63975,-73.77893
1,1,DL,413,JFK,LAX,1830,18.5,1925,55,2475,57,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,1,AA,21,JFK,LAX,1845,18.75,1851,6,2475,28,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,1,AA,293,JFK,LAX,1945,19.75,1948,3,2475,20,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,1,AA,185,JFK,LAX,2045,20.75,2040,-5,2475,40,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,1,DL,427,JFK,LAX,2100,21,2119,19,2475,49,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,UA,441,JFK,LAX,600,6,559,-1,2475,24,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,AA,171,JFK,LAX,600,6,556,-4,2475,36,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,VX,399,JFK,LAX,700,7,700,0,2475,21,0,WEATHER DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,AA,9,JFK,LAX,700,7,715,15,2475,49,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,DL,424,JFK,LAX,700,7,708,8,2475,28,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,DL,472,JFK,LAX,815,8.25,811,-4,2475,30,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,VX,407,JFK,LAX,920,9.333333333,948,28,2475,40,0,AIRLINE DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,VX,409,JFK,LAX,1130,11.5,1142,12,2475,34,0,WEATHER DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,VX,411,JFK,LAX,1300,13,1440,100,2475,108,0,LATE AIRCRAFT DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,VX,413,JFK,LAX,1655,16.91666667,1727,32,2475,41,0,LATE AIRCRAFT DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,UA,535,JFK,LAX,1730,17.5,1736,6,2475,28,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,DL,413,JFK,LAX,1830,18.5,1901,31,2475,34,0,AIRLINE DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,AA,185,JFK,LAX,2045,20.75,2114,29,2475,21,0,LATE AIRCRAFT DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,DL,427,JFK,LAX,2100,21,2256,116,2475,123,0,AIRLINE DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,B6,623,JFK,LAX,2140,21.66666667,2248,68,2475,62,0,AIRLINE DELAY,33.94254,-118.40807,40.63975,-73.77893
1,3,AA,33,JFK,LAX,800,8,800,0,2475,44,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,3,AA,117,JFK,LAX,1445,14.75,1503,18,2475,20,0,AIR SYSTEM DELAY,33.94254,-118.40807,40.63975,-73.77893
1,3,DL,417,JFK,LAX,1700,17,1937,157,2475,173,0,AIRLINE DELAY,33.94254,-118.40807,40.63975,-73.77893
1,2,DL,2147,LGA,ATL,1300,13,1302,2,762,45,0,AIR SYSTEM DELAY,33.64044,-84.42694,40.63975,-73.77893
1,2,DL,2447,LGA,ATL,1600,16,1638,38,762,30,0,LATE AIRCRAFT DELAY,33.64044,-84.42694,40.63975,-73.77893
1,2,DL,2510,JFK,ATL,1815,18.25,1849,34,760,37,0,AIRLINE DELAY,33.64044,-84.42694,40.63975,-73.77893
1,2,WN,1768,LGA,ATL,1855,18.91666667,1919,24,762,27,0,AIRLINE DELAY,33.64044,-84.42694,40.63975,-73.77893
1,2,WN,295,LGA,ATL,2030,20.5,2103,33,762,17,0,AIRLINE DELAY,33.64044,-84.42694,40.63975,-73.77893
1,3,DL,1647,LGA,ATL,759,7.983333333,828,29,762,16,0,AIRLINE DELAY,33.64044,-84.42694,40.63975,-73.77893
1,3,DL,479,JFK,ATL,830,8.5,900,30,760,22,0,AIRLINE DELAY,33.64044,-84.42694,40.63975,-73.77893
1,3,DL,1747,LGA,ATL,900,9,1009,69,762,47,0,AIRLINE DELAY,33.64044,-84.42694,40.63975,-73.77893
1,3,DL,2247,LGA,ATL,1359,13.98333333,1410,11,762,37,0,AIR SYSTEM DELAY,33.64044,-84.42694,40.63975,-73.77893
1,3,DL,221,LGA,ATL,1500,15,1456,-4,762,44,0,AIR SYSTEM DELAY,33.64044,-84.42694,40.63975,-73.77893
1,3,WN,135,LGA,ATL,1520,15.33333333,1534,14,762,76,0,AIR SYSTEM DELAY,33.64044,-84.42694,40.63975,-73.77893
1,3,DL,447,JFK,ATL,1551,15.85,1728,97,760,128,0,AIRLINE DELAY,33.64044,-84.42694,40.63975,-73.77893
1,3,DL,2447,LGA,ATL,1600,16,1608,8,762,55,0,AIR SYSTEM DELAY,33.64044,-84.42694,40.63975,-73.77893
1,3,DL,1875,LGA,ATL,1659,16.98333333,1713,14,762,17,0,AIRLINE DELAY,33.64044,-84.42694,40.63975,-73.77893
1,2,B6,1295,JFK,AUS,2059,20.98333333,2126,27,1521,44,0,AIR SYSTEM DELAY,30.19453,-97.66987,40.63975,-73.77893
1,3,B6,2195,JFK,AUS,1420,14.33333333,1421,1,1521,29,0,AIR SYSTEM DELAY,30.19453,-97.66987,40.63975,-73.77893
1,3,AA,291,JFK,AUS,1700,17,751,891,1521,883,0,AIRLINE DELAY,30.19453,-97.66987,40.63975,-73.77893
1,1,MQ,2773,LGA,CHO,1225,12.41666667,1427,122,305,104,0,AIRLINE DELAY,38.13864,-78.45286,40.63975,-73.77893
1,3,MQ,2773,LGA,CHO,1225,12.41666667,1320,55,305,52,0,AIRLINE DELAY,38.13864,-78.45286,40.63975,-73.77893
1,1,B6,431,LGA,SRQ,1330,13.5,1406,36,1047,19,0,AIRLINE DELAY,27.39533,-82.55411,40.63975,-73.77893
1,1,MQ,3608,LGA,SDF,1400,14,1353,-7,659,33,0,AIR SYSTEM DELAY,38.17439,-85.736,40.63975,-73.77893
1,2,MQ,3616,LGA,SDF,1900,19,1851,-9,659,16,0,AIR SYSTEM DELAY,38.17439,-85.736,40.63975,-73.77893
1,3,MQ,3608,LGA,SDF,1530,15.5,1528,-2,659,38,0,AIR SYSTEM DELAY,38.17439,-85.736,40.63975,-73.77893
1,1,MQ,2963,JFK,CVG,1510,15.16666667,1549,39,589,27,0,AIRLINE DELAY,39.04614,-84.66217,40.63975,-73.77893
1,3,MQ,2963,JFK,CVG,1510,15.16666667,1751,161,589,189,0,AIRLINE DELAY,39.04614,-84.66217,40.63975,-73.77893
1,1,AA,1096,JFK,BOS,1545,15.75,1624,39,187,35,0,AIRLINE DELAY,42.36435,-71.00518,40.63975,-73.77893
1,1,B6,418,JFK,BOS,2055,20.91666667,2157,62,187,53,0,LATE AIRCRAFT DELAY,42.36435,-71.00518,40.63975,-73.77893
1,2,AA,1096,JFK,BOS,1545,15.75,1721,96,187,88,0,LATE AIRCRAFT DELAY,42.36435,-71.00518,40.63975,-73.77893
